Date,Species,Origin,Quantity,Supplier,EmergedEarly,DOA,FTE,W,Parasite,NumberGlued,PecentEmergence
12/13/2019,Papilio constantinus,KENYA,10,LPS,,,,2,,10,80.0
12/13/2019,Papilio demodocus,KENYA,10,LPS,,,1,1,,10,80.0
12/13/2019,Papilio lowii,USA,10,LPS,,,5,2,,10,30.0
12/13/2019,Papilio memnon,THAILAND,10,LPS,,,,2,,10,80.0
12/13/2019,Papilio nephelus,THAILAND,10,LPS,,,3,1,,10,60.0
12/13/2019,Papilio nireus,KENYA,10,LPS,,,,1,,10,90.0
12/13/2019,Papilio rumanzovia,PHILIPPINES,10,LPS,,,2,11,,10,-30.0
12/13/2019,Parthenos sylvia lilacinus,THAILAND,5,LPS,,,,2,,5,60.0
12/13/2019,Parthenos sylvia philippensis,PHILIPPINES,10,LPS,,,1,2,,10,70.0
12/13/2019,Salamis parhassus,KENYA,10,LPS,,,,2,,10,80.0
12/13/2019,Vindula dejone,MALAYSIA,10,LPS,,,2,,,10,80.0
12/12/2019,Anteos clorinde,COSTA RICA,20,CRES,,,3,,,20,85.0
12/12/2019,Caligo memnon,COSTA RICA,69,CRES,,,7,,,69,89.9
12/12/2019,Catonephele numilia,COSTA RICA,20,CRES,,,,2,,20,90.0
12/12/2019,Dryas iulia,COSTA RICA,33,CRES,,,15,1,,33,51.5
12/12/2019,Dryadula phaetusa,COSTA RICA,51,CRES,,,14,2,,51,68.6
12/12/2019,Eueides isabella,COSTA RICA,7,CRES,,,,1,,7,85.7
12/12/2019,Greta oto,COSTA RICA,47,CRES,,,2,5,,47,85.1
12/12/2019,Heliconius charitonius,COSTA RICA,7,CRES,,,,,,7,100.0
12/12/2019,Heliconius cydno,COSTA RICA,7,CRES,,,1,,,7,85.7
12/12/2019,Heliconius doris,COSTA RICA,10,CRES,,,1,,,10,90.0
12/12/2019,Heliconius hecale,COSTA RICA,7,CRES,,,1,,,7,85.7
12/12/2019,Heliconius hewitsoni,COSTA RICA,77,CRES,,,17,9,,77,66.2
12/12/2019,Heliconius ismenius,COSTA RICA,22,CRES,,,,1,,22,95.5
12/12/2019,Heliconius melpomene,COSTA RICA,26,CRES,,,8,1,,26,65.4
12/12/2019,Heliconius sara,COSTA RICA,25,CRES,,,11,3,,25,44.0
12/12/2019,Hypna clytemnestra,COSTA RICA,11,CRES,,,,,,11,100.0
12/12/2019,Mechanitis polymnia,COSTA RICA,11,CRES,,,4,2,,11,45.5
12/12/2019,Morpho peleides,COSTA RICA,138,CRES,,,7,8,,138,89.1
12/12/2019,Opsiphanes cassina,COSTA RICA,8,CRES,,,,,,8,100.0
12/12/2019,Papilio thoas,COSTA RICA,55,CRES,,,,3,,55,94.5
12/12/2019,Parides arcas,COSTA RICA,18,CRES,,,2,,,18,88.9
12/12/2019,Parides iphidamas,COSTA RICA,22,CRES,,,1,1,,22,90.9
12/12/2019,Prepona omphale,COSTA RICA,10,CRES,,,,1,,10,90.0
12/12/2019,Siproeta epaphus,COSTA RICA,14,CRES,,,2,,,14,85.7
12/12/2019,Siproeta stelenes,COSTA RICA,46,CRES,,,4,2,,46,87.0
12/6/2019,Biblis hyperia,COLOMBIA,10,LPS,,,5,,,10,50.0
12/6/2019,Cethosia cyane,USA,20,LPS,,,,,,20,100.0
12/6/2019,Consul electra,EL SALVADOR,5,LPS,,,1,,,5,80.0
12/6/2019,Graphium antheus,USA,5,LPS,,,,,,5,100.0
12/6/2019,Greta oto,COSTA RICA,10,LPS,,,,,,10,100.0
12/6/2019,Idea leuconoe,USA,15,LPS,,,,1,,15,93.3
12/6/2019,Kallima inachus,THAILAND,5,LPS,,,,1,,5,80.0
12/6/2019,Lexias dirtea,USA,5,LPS,,,4,,,5,20.0
12/6/2019,Memphis nobilis,EL SALVADOR,10,LPS,,,,2,,10,80.0
12/6/2019,Morpho polyphemus,EL SALVADOR,5,LPS,,,,,,5,100.0
12/6/2019,Myscelia ethusa,EL SALVADOR,10,LPS,,,1,,,10,90.0
12/6/2019,Pachliopta aristolachiae,USA,5,LPS,,,,1,,5,80.0
12/6/2019,Papilio constantinus,USA,20,LPS,,,,2,,20,90.0
12/6/2019,Papilio dardanus,USA,15,LPS,,,,,,15,100.0
12/6/2019,Papilio memnon,USA,10,LPS,,,,,,10,100.0
12/6/2019,Papilio nephelus,THAILAND,10,LPS,,,,1,,10,90.0
12/6/2019,Papilio nireus,USA,10,LPS,,,1,,,10,90.0
12/6/2019,Parthenos sylvia lilacinus,THAILAND,10,LPS,,,3,4,,10,30.0
12/6/2019,Siproeta epaphus,COLOMBIA,10,LPS,,,1,,,10,90.0
12/6/2019,Siproeta stelenes,COLOMBIA,5,LPS,,,,,,5,100.0
12/6/2019,Vindula dejone,USA,5,LPS,,,,,,5,100.0
12/5/2019,Anteos clorinde,Costa Rica,23,CRES,,,,,,23,100.0
12/5/2019,Caligo memnon,Costa Rica,65,CRES,,,5,2,,65,89.2
12/5/2019,Catonephele numilia,Costa Rica,31,CRES,,,4,2,,31,80.6
12/5/2019,Colobura dirce,Costa Rica,45,CRES,,,21,5,,45,42.2
12/5/2019,Dryas iulia,Costa Rica,40,CRES,,,18,2,,40,50.0
12/5/2019,Dryadula phaetusa,Costa Rica,35,CRES,,,5,3,,35,77.1
12/5/2019,Eueides isabella,Costa Rica,39,CRES,,,4,2,,39,84.6
12/5/2019,Greta oto,Costa Rica,60,CRES,,,15,1,,60,73.3
12/5/2019,Hamadryas februa,Costa Rica,30,CRES,,,1,2,,30,90.0
12/5/2019,Hamadryas laodamia,Costa Rica,8,CRES,,,,1,,8,87.5
12/5/2019,Heliconius charitonius,Costa Rica,25,CRES,,,9,5,,25,44.0
12/5/2019,Heliconius cydno,Costa Rica,42,CRES,,,,2,,42,95.2
12/5/2019,Heliconius erato,Costa Rica,10,CRES,,,,2,,10,80.0
12/5/2019,Heliconius hecale,Costa Rica,25,CRES,,,4,3,,25,72.0
12/5/2019,Heliconius hewitsoni,Costa Rica,40,CRES,,,7,3,,40,75.0
12/5/2019,Heliconius ismenius,Costa Rica,10,CRES,,,4,3,,10,30.0
12/5/2019,Heliconius melpomene,Costa Rica,48,CRES,,,9,,,48,81.3
12/5/2019,Heliconius sara,Costa Rica,26,CRES,,,3,2,,26,80.8
12/5/2019,Hypna clytemnestra,Costa Rica,36,CRES,,,7,2,,36,75.0
12/5/2019,Mechanitis polymnia,Costa Rica,10,CRES,,,,,,10,100.0
12/5/2019,Memphis eurypyle,Costa Rica,14,CRES,,,,,,14,100.0
12/5/2019,Morpho peleides,Costa Rica,142,CRES,,,1,6,7,142,95.1
12/5/2019,Papilio thoas,Costa Rica,39,CRES,,,2,2,,39,89.7
12/5/2019,Parides arcas,Costa Rica,4,CRES,,,,3,1,4,25.0
12/5/2019,Parides iphidamas,Costa Rica,25,CRES,,,1,1,,25,92.0
12/5/2019,Philaethria dido,Costa Rica,10,CRES,,,5,,,10,50.0
12/5/2019,Prepona omphale,Costa Rica,8,CRES,,,4,1,,8,37.5
12/5/2019,Siproeta stelenes,Costa Rica,49,CRES,,,,,1,49,100.0
11/30/2019,Cethosia cyane,THAILAND,10,LPS,,,,1,,10,90.0
11/30/2019,Charaxes brutus,KENYA,5,LPS,,,,,,5,100.0
11/30/2019,Charaxes cithaeron,KENYA,5,LPS,,,,,,5,100.0
11/30/2019,Charaxes protoclea,KENYA,10,LPS,,,3,,,10,70.0
11/30/2019,Doleschallia bisaltide,PHILIPPINES,10,LPS,,,,,,10,100.0
11/30/2019,Graphium agamemnon,PHILIPPINES,5,LPS,,,,,,5,100.0
11/30/2019,Graphium angolanus,KENYA,10,LPS,,,,,,10,100.0
11/30/2019,Graphium antheus,KENYA,20,LPS,,,,1,,20,95.0
11/30/2019,Graphium policenes,KENYA,4,LPS,,,,,,4,100.0
11/30/2019,Hypolimnas usambara,KENYA,4,LPS,,,1,,,4,75.0
11/30/2019,Idea leuconoe,PHILIPPINES,10,LPS,,,,,1,10,100.0
11/30/2019,Papilio constantinus,KENYA,10,LPS,,,,,,10,100.0
11/30/2019,Papilio dardanus,KENYA,20,LPS,,,,1,,20,95.0
11/30/2019,Papilio lowii,PHILIPPINES,20,LPS,,,3,,,20,85.0
11/30/2019,Papilio memnon,MALAYSIA,10,LPS,,,1,,,10,90.0
11/30/2019,Papilio nephelus,THAILAND,10,LPS,,,,1,,10,90.0
11/30/2019,Papilio nireus,KENYA,20,LPS,,,1,,,20,95.0
11/30/2019,Parthenos sylvia lilacinus,THAILAND,10,LPS,,,,2,,10,80.0
11/30/2019,Salamis parhassus,KENYA,10,LPS,,,1,,,10,90.0
11/29/2019,Archaeoprepona demophoon,COSTA RICA,10,EBN,,,4,,,10,60.0
11/29/2019,Caligo atreus,COSTA RICA,10,EBN,,,1,,,10,90.0
11/29/2019,Callicore pitheas,COSTA RICA,2,EBN,,,1,,,2,50.0
11/29/2019,Eryphanis polyxena,COSTA RICA,10,EBN,,,,,,10,100.0
11/29/2019,Hamadryas laodamia,COSTA RICA,10,EBN,,,,,,10,100.0
11/29/2019,Heliconius hewitsoni,COSTA RICA,5,EBN,,,,1,,5,80.0
11/29/2019,Heliconius sapho,COSTA RICA,10,EBN,,,7,,,10,30.0
11/29/2019,Hypna clytemnestra,COSTA RICA,10,EBN,,,,,,10,100.0
11/29/2019,Panacea procilla,COSTA RICA,20,EBN,,,,,,20,100.0
11/29/2019,Philaethria dido,COSTA RICA,10,EBN,,,10,,,10,0.0
11/29/2019,Siproeta epaphus,COSTA RICA,10,EBN,,,1,,,10,90.0
11/29/2019,Caligo atreus,Costa Rica,4,CRES,,,,,,4,100.0
11/29/2019,Caligo memnon,Costa Rica,60,CRES,,,7,4,,60,81.7
11/29/2019,Catonephele numilia,Costa Rica,30,CRES,,1,3,2,,29,82.8
11/29/2019,Colobura dirce,Costa Rica,39,CRES,,,1,2,,39,92.3
11/29/2019,Dryas iulia,Costa Rica,40,CRES,,,9,8,,40,57.5
11/29/2019,Dryadula phaetusa,Costa Rica,35,CRES,,,8,1,,35,74.3
11/29/2019,Eueides isabella,Costa Rica,20,CRES,,,1,2,,20,85.0
11/29/2019,Greta oto,Costa Rica,12,CRES,,,1,,,12,91.7
11/29/2019,Hamadryas amphinome,Costa Rica,25,CRES,,,1,3,,25,84.0
11/29/2019,Hamadryas februa,Costa Rica,40,CRES,,,4,2,,40,85.0
11/29/2019,Heliconius charitonius,Costa Rica,44,CRES,,,16,4,,44,54.5
11/29/2019,Heliconius erato,Costa Rica,10,CRES,,,2,8,,10,0.0
11/29/2019,Heliconius hecale,Costa Rica,45,CRES,,,12,7,,45,57.8
11/29/2019,Heliconius hewitsoni,Costa Rica,45,CRES,,,34,,,45,24.4
11/29/2019,Heliconius ismenius,Costa Rica,20,CRES,,,,,,20,100.0
11/29/2019,Heliconius melpomene,Costa Rica,37,CRES,,,9,2,,37,70.3
11/29/2019,Heliconius sara,Costa Rica,30,CRES,,,3,1,,30,86.7
11/29/2019,Hypna clytemnestra,Costa Rica,45,CRES,,1,,,,44,100.0
11/29/2019,Mechanitis polymnia,Costa Rica,25,CRES,,,1,,,25,96.0
11/29/2019,Memphis eurypyle,Costa Rica,30,CRES,,,,,,30,100.0
11/29/2019,Morpho peleides,Costa Rica,138,CRES,,,5,2,,138,94.9
11/29/2019,Papilio thoas,Costa Rica,65,CRES,,,7,1,,65,87.7
11/29/2019,Parides arcas,Costa Rica,40,CRES,,1,5,1,,39,84.6
11/29/2019,Parides iphidamas,Costa Rica,33,CRES,,,,,,33,100.0
11/29/2019,Philaethria dido,Costa Rica,18,CRES,,,4,3,,18,61.1
11/29/2019,Prepona omphale,Costa Rica,14,CRES,,,1,,,14,92.9
11/29/2019,Siproeta stelenes,Costa Rica,55,CRES,,,,1,,55,98.2
11/22/2019,Cethosia biblis,PHILIPPINES,10,LPS,,,2,,,10,80.0
11/22/2019,Cethosia cyane,MALAYSIA,21,LPS,,,2,2,,21,81.0
11/22/2019,Doleschallia bisaltide,PHILIPPINES,5,LPS,,,,,,5,100.0
11/22/2019,Graphium agamemnon,PHILIPPINES,10,LPS,,,1,1,,10,80.0
11/22/2019,Hebomoia glaucippe,PHILIPPINES,4,LPS,,,,,,4,100.0
11/22/2019,Idea leuconoe,USA,50,LPS,,,5,,,50,90.0
11/22/2019,Morpho polyphemus,EL SALVADOR,10,LPS,,,1,,,10,90.0
11/22/2019,Pachliopta kotzebuea,PHILIPPINES,8,LPS,,,,1,,8,87.5
11/22/2019,Papilio lowii,USA,30,LPS,,,1,3,,30,86.7
11/22/2019,Papilio memnon,THAILAND,5,LPS,,,1,,,5,80.0
11/22/2019,Papilio nephelus,THAILAND,20,LPS,,,,,,20,100.0
11/22/2019,Papilio palinurus,PHILIPPINES,10,LPS,,,,2,,10,80.0
11/22/2019,Papilio rumanzovia,USA,10,LPS,,,1,1,,10,80.0
11/22/2019,Parthenos sylvia lilacinus,THAILAND,20,LPS,,,5,,,20,75.0
11/22/2019,Parthenos sylvia philippensis,PHILIPPINES,9,LPS,,,2,,,9,77.8
11/22/2019,Parthenos sylvia violaceae,MALAYSIA,10,LPS,,,1,,,10,90.0
11/21/2019,Caligo memnon,Costa Rica,74,CRES,,,5,4,,74,87.8
11/21/2019,Catonephele numilia,Costa Rica,31,CRES,,,6,1,,31,77.4
11/21/2019,Colobura dirce,Costa Rica,104,CRES,,,21,,,104,79.8
11/21/2019,Dryas iulia,Costa Rica,46,CRES,,,14,7,,46,54.3
11/21/2019,Dryadula phaetusa,Costa Rica,41,CRES,,,1,2,,41,92.7
11/21/2019,Eryphanis polyxena,Costa Rica,5,CRES,,,1,,,5,80.0
11/21/2019,Eueides isabella,Costa Rica,7,CRES,,,,,,7,100.0
11/21/2019,Hamadryas februa,Costa Rica,23,CRES,,,2,5,,23,69.6
11/21/2019,Hamadryas feronia,Costa Rica,7,CRES,,,,,,7,100.0
11/21/2019,Hamadryas laodamia,Costa Rica,13,CRES,,,2,1,,13,76.9
11/21/2019,Heliconius charitonius,Costa Rica,56,CRES,,,6,1,,56,87.5
11/21/2019,Heliconius hecale,Costa Rica,53,CRES,,,,4,,53,92.5
11/21/2019,Heliconius hewitsoni,Costa Rica,51,CRES,,,17,9,,51,49.0
11/21/2019,Heliconius melpomene,Costa Rica,82,CRES,,,,,,82,100.0
11/21/2019,Heliconius sara,Costa Rica,39,CRES,,,4,2,,39,84.6
11/21/2019,Hypna clytemnestra,Costa Rica,57,CRES,,,1,,,57,98.2
11/21/2019,Mechanitis polymnia,Costa Rica,16,CRES,,,,,,16,100.0
11/21/2019,Morpho peleides,Costa Rica,158,CRES,,,4,10,,158,91.1
11/21/2019,Papilio thoas,Costa Rica,48,CRES,,,2,,,48,95.8
11/21/2019,Parides iphidamas,Costa Rica,3,CRES,,,,,,3,100.0
11/21/2019,Prepona omphale,Costa Rica,8,CRES,,,,,,8,100.0
11/21/2019,Siproeta epaphus,Costa Rica,19,CRES,,,,6,,19,68.4
11/21/2019,Siproeta stelenes,Costa Rica,95,CRES,,,,3,,95,96.8
11/15/2019,Argema mimosae,KENYA,5,LPS,,,,,,5,100.0
11/15/2019,Cethosia biblis,PHILIPPINES,5,LPS,,,2,,,5,60.0
11/15/2019,Cethosia cyane,THAILAND,20,LPS,,,1,,,20,95.0
11/15/2019,Charaxes brutus,KENYA,5,LPS,,,1,,,5,80.0
11/15/2019,Charaxes cithaeron,KENYA,5,LPS,,,5,,,5,0.0
11/15/2019,Charaxes lasti,KENYA,5,LPS,,,3,,,5,40.0
11/15/2019,Charaxes protoclea,KENYA,5,LPS,,,2,,,5,60.0
11/15/2019,Graphium antheus,KENYA,10,LPS,,,6,,,10,40.0
11/15/2019,Graphium colonna,KENYA,5,LPS,,,1,1,,5,60.0
11/15/2019,Graphium policenes,KENYA,10,LPS,,,6,,,10,40.0
11/15/2019,Hypolimnas usambara,KENYA,5,LPS,,,1,,,5,80.0
11/15/2019,Idea leuconoe,PHILIPPINES,10,LPS,,,3,1,,10,60.0
11/15/2019,Papilio constantinus,KENYA,15,LPS,,,5,,,15,66.7
11/15/2019,Papilio dardanus,KENYA,15,LPS,,,,2,,15,86.7
11/15/2019,Papilio demodocus,KENYA,15,LPS,,,,2,,15,86.7
11/15/2019,Papilio lowii,PHILIPPINES,10,LPS,,,,,,10,100.0
11/15/2019,Papilio memnon,THAILAND,10,LPS,,,2,2,,10,60.0
11/15/2019,Papilio nireus,KENYA,10,LPS,,,,1,,10,90.0
11/15/2019,Parthenos sylvia lilacinus,THAILAND,5,LPS,,,,,,5,100.0
11/15/2019,Parthenos sylvia violaceae,MALAYSIA,5,LPS,,,,1,,5,80.0
11/15/2019,Salamis anacardii,KENYA,10,LPS,,,2,3,,10,50.0
11/15/2019,Salamis parhassus,KENYA,5,LPS,,,1,,,5,80.0
11/14/2019,Adelpha fessonia,Costa Rica,20,CRES,,,,2,,20,90.0
11/14/2019,Anartia fatima,Costa Rica,7,CRES,,,,,,7,100.0
11/14/2019,Anteos clorinde,Costa Rica,17,CRES,,,,,,17,100.0
11/14/2019,Caligo eurilochus,Costa Rica,15,CRES,,,,3,,15,80.0
11/14/2019,Caligo memnon,Costa Rica,47,CRES,,,13,5,,47,61.7
11/14/2019,Catonephele numilia,Costa Rica,51,CRES,,,3,,,51,94.1
11/14/2019,Colobura dirce,Costa Rica,26,CRES,,,2,,,26,92.3
11/14/2019,Dione juno,Costa Rica,13,CRES,,,2,,,13,84.6
11/14/2019,Dircenna dero,Costa Rica,11,CRES,5,,,1,,6,83.3
11/14/2019,Dryadula phaetusa,Costa Rica,41,CRES,,,7,5,,41,70.7
11/14/2019,Dryas iulia,Costa Rica,14,CRES,,,2,,,14,85.7
11/14/2019,Eryphanis polyxena,Costa Rica,8,CRES,,,,,,8,100.0
11/14/2019,Eueides isabella,Costa Rica,13,CRES,,,4,,,13,69.2
11/14/2019,Greta oto,Costa Rica,3,CRES,,,3,,,3,0.0
11/14/2019,Hamadryas amphinome,Costa Rica,9,CRES,,,,,,9,100.0
11/14/2019,Hamadryas februa,Costa Rica,14,CRES,,,1,1,,14,85.7
11/14/2019,Hamadryas feronia,Costa Rica,4,CRES,,,,,,4,100.0
11/14/2019,Heliconius charitonius,Costa Rica,29,CRES,,,8,3,,29,62.1
11/14/2019,Heliconius erato,Costa Rica,9,CRES,,,,2,,9,77.8
11/14/2019,Heliconius hecale,Costa Rica,48,CRES,,,6,6,,48,75.0
11/14/2019,Heliconius hewitsoni,Costa Rica,15,CRES,,,1,1,,15,86.7
11/14/2019,Heliconius ismenius,Costa Rica,27,CRES,,,4,,,27,85.2
11/14/2019,Heliconius melpomene,Costa Rica,33,CRES,,,11,,,33,66.7
11/14/2019,Heliconius sara,Costa Rica,5,CRES,,,1,,,5,80.0
11/14/2019,Hypna clytemnestra,Costa Rica,62,CRES,,,7,,,62,88.7
11/14/2019,Mechanitis polymnia,Costa Rica,7,CRES,,,4,2,,7,14.3
11/14/2019,Melinaea ethra,Costa Rica,5,CRES,,,,,,5,100.0
11/14/2019,Memphis eurypyle,Costa Rica,9,CRES,,,5,,,9,44.4
11/14/2019,Morpho peleides,Costa Rica,147,CRES,,,1,10,,147,92.5
11/14/2019,Opsiphanes tamarindi,Costa Rica,8,CRES,,,2,,,8,75.0
11/14/2019,Papilio thoas,Costa Rica,30,CRES,,,4,4,,30,73.3
11/14/2019,Parides arcas,Costa Rica,35,CRES,,,12,,,35,65.7
11/14/2019,Prepona omphale,Costa Rica,16,CRES,,,2,,,16,87.5
11/14/2019,Siproeta stelenes,Costa Rica,50,CRES,,,5,1,,50,88.0
11/14/2019,Tithorea tarricina,Costa Rica,24,CRES,,,7,4,,24,54.2
11/8/2019,Attacus atlas,PHILIPPINES,7,LPS,,,,1,,7,85.7
11/8/2019,Caligo eurilochus,USA,2,LPS,,,,,,2,100.0
11/8/2019,Caligo memnon,COLOMBIA,11,LPS,,,1,3,,11,63.6
11/8/2019,Cethosia cyane,THAILAND,15,LPS,,,1,1,,15,86.7
11/8/2019,Doleschallia bisaltide,PHILIPPINES,2,LPS,,,,,,2,100.0
11/8/2019,Graphium agamemnon,PHILIPPINES,4,LPS,,,1,,,4,75.0
11/8/2019,Idea leuconoe,PHILIPPINES,25,LPS,,,,2,,25,92.0
11/8/2019,Morpho peleides,COLOMBIA,22,LPS,,,2,1,,22,86.4
11/8/2019,Papilio lowii,PHILIPPINES,20,LPS,,,,,,20,100.0
11/8/2019,Papilio memnon,THAILAND,25,LPS,,,,,,25,100.0
11/8/2019,Parthenos sylvia lilacinus,THAILAND,10,LPS,,,2,1,,10,70.0
11/8/2019,Vindula dejone,MALAYSIA,25,LPS,,,1,1,,25,92.0
11/7/2019,Caligo eurilochus,Costa Rica,32,CRES,,,1,,,32,96.9
11/7/2019,Caligo memnon,Costa Rica,37,CRES,,,4,3,,37,81.1
11/7/2019,Catonephele numilia,Costa Rica,53,CRES,,,5,7,,53,77.4
11/7/2019,Dione juno,Costa Rica,9,CRES,,,,,,9,100.0
11/7/2019,Dryadula phaetusa,Costa Rica,120,CRES,,,9,5,,120,88.3
11/7/2019,Dryas iulia,Costa Rica,86,CRES,,,2,9,,86,87.2
11/7/2019,Eryphanis polyxena,Costa Rica,22,CRES,,,,2,,22,90.9
11/7/2019,Eueides isabella,Costa Rica,3,CRES,,,,2,,3,33.3
11/7/2019,Hamadryas februa,Costa Rica,7,CRES,,,,,,7,100.0
11/7/2019,Heliconius charitonius,Costa Rica,12,CRES,,,,1,,12,91.7
11/7/2019,Heliconius hecale,Costa Rica,18,CRES,,,5,1,,18,66.7
11/7/2019,Heliconius hewitsoni,Costa Rica,39,CRES,,,11,2,,39,66.7
11/7/2019,Heliconius ismenius,Costa Rica,7,CRES,,,2,,,7,71.4
11/7/2019,Heliconius melpomene,Costa Rica,50,CRES,,,,1,,50,98.0
11/7/2019,Heliconius sara,Costa Rica,96,CRES,,,12,7,,96,80.2
11/7/2019,Hypna clytemnestra,Costa Rica,38,CRES,,,5,1,,38,84.2
11/7/2019,Mechanitis polymnia,Costa Rica,15,CRES,,,2,4,,15,60.0
11/7/2019,Memphis eurypyle,Costa Rica,15,CRES,,,,,,15,100.0
11/7/2019,Morpho peleides,Costa Rica,146,CRES,,,6,4,,146,93.2
11/7/2019,Opsiphanes tamarindi,Costa Rica,10,CRES,,,5,2,,10,30.0
11/7/2019,Papilio thoas,Costa Rica,83,CRES,,,,,,83,100.0
11/7/2019,Parides iphidamas,Costa Rica,9,CRES,,,4,1,,9,44.4
11/7/2019,Prepona omphale,Costa Rica,15,CRES,,,12,,,15,20.0
11/7/2019,Siproeta stelenes,Costa Rica,83,CRES,,,,1,,83,98.8
11/1/2019,Amauris ochlea,KENYA,5,LPS,,,,,,5,100.0
11/1/2019,Argema mimosae,KENYA,5,LPS,,,,,,5,100.0
11/1/2019,Cethosia cyane,THAILAND,10,LPS,,,,2,,10,80.0
11/1/2019,Charaxes brutus,KENYA,10,LPS,,,,,,10,100.0
11/1/2019,Charaxes cithaeron,KENYA,5,LPS,,,2,1,,5,40.0
11/1/2019,Charaxes lasti,KENYA,10,LPS,,,,,,10,100.0
11/1/2019,Charaxes protoclea,KENYA,5,LPS,,,1,,,5,80.0
11/1/2019,Charaxes violetta,KENYA,5,LPS,,,,,,5,100.0
11/1/2019,Chilasa clytia,THAILAND,10,LPS,,,1,2,,10,70.0
11/1/2019,Doleschallia bisaltide,PHILIPPINES,10,LPS,,,,2,,10,80.0
11/1/2019,Graphium agamemnon,PHILIPPINES,10,LPS,,,,1,,10,90.0
11/1/2019,Hebomoia glaucippe,PHILIPPINES,5,LPS,,,,2,,5,60.0
11/1/2019,Idea leuconoe,PHILIPPINES,30,LPS,,,,3,,30,90.0
11/1/2019,Pachliopta kotzebuea,PHILIPPINES,5,LPS,,,,,,5,100.0
11/1/2019,Papilio constantinus,KENYA,5,LPS,,,,,,5,100.0
11/1/2019,Papilio dardanus,KENYA,30,LPS,,,5,4,,30,70.0
11/1/2019,Papilio demodocus,KENYA,10,LPS,,,1,,,10,90.0
11/1/2019,Papilio lowii,PHILIPPINES,20,LPS,,,,,,20,100.0
11/1/2019,Papilio memnon,THAILAND,10,LPS,,,,,,10,100.0
11/1/2019,Papilio nephelus,THAILAND,10,LPS,,,1,,,10,90.0
11/1/2019,Papilio nireus,KENYA,5,LPS,,,,,,5,100.0
11/1/2019,Papilio palinurus,PHILIPPINES,10,LPS,,,1,2,,10,70.0
11/1/2019,Papilio rumanzovia,PHILIPPINES,10,LPS,,,,,,10,100.0
11/1/2019,Parthenos sylvia lilacinus,THAILAND,5,LPS,,,,4,,5,20.0
11/1/2019,Parthenos sylvia philippensis,PHILIPPINES,10,LPS,,,1,2,,10,70.0
10/31/2019,Battus belus,Costa Rica,9,CRES,,,,,,9,100.0
10/31/2019,Caligo eurilochus,Costa Rica,17,CRES,,,1,,,17,94.1
10/31/2019,Caligo memnon,Costa Rica,52,CRES,,,4,4,,52,84.6
10/31/2019,Catonephele numilia,Costa Rica,48,CRES,,,11,2,,48,72.9
10/31/2019,Colobura dirce,Costa Rica,15,CRES,,,9,,,15,40.0
10/31/2019,Dione juno,Costa Rica,2,CRES,,,2,1,,2,-50.0
10/31/2019,Dryas iulia,Costa Rica,190,CRES,,,26,6,,190,83.2
10/31/2019,Dryadula phaetusa,Costa Rica,16,CRES,,,,1,,16,93.8
10/31/2019,Hamadryas laodamia,Costa Rica,50,CRES,,,12,9,,50,58.0
10/31/2019,Heliconius charitonius,Costa Rica,9,CRES,,,,3,,9,66.7
10/31/2019,Heliconius doris,Costa Rica,51,CRES,,,4,,,51,92.2
10/31/2019,Heliconius hecale,Costa Rica,43,CRES,,,6,4,,43,76.7
10/31/2019,Heliconius ismenius,Costa Rica,18,CRES,,,,,,18,100.0
10/31/2019,Heliconius melpomene,Costa Rica,59,CRES,,,19,2,,59,64.4
10/31/2019,Heliconius sara,Costa Rica,47,CRES,,,4,,,47,91.5
10/31/2019,Hypna clytemnestra,Costa Rica,23,CRES,,,2,3,,23,78.3
10/31/2019,Mechanitis polymnia,Costa Rica,17,CRES,,,6,,,17,64.7
10/31/2019,Memphis eurypyle,Costa Rica,16,CRES,,,3,,,16,81.3
10/31/2019,Morpho peleides,Costa Rica,145,CRES,,,2,12,,145,90.3
10/31/2019,Opsiphanes tamarindi,Costa Rica,6,CRES,,,2,,,6,66.7
10/31/2019,Papilio thoas,Costa Rica,69,CRES,,,7,2,,69,87.0
10/31/2019,Phoebis sennae,Costa Rica,5,CRES,,,,2,,5,60.0
10/31/2019,Prepona omphale,Costa Rica,9,CRES,,,,,,9,100.0
10/31/2019,Siproeta stelenes,Costa Rica,81,CRES,,1,5,2,,80,91.3
10/25/2019,Attacus atlas,Phillipines,5,LPS,,,,1,,5,80.0
10/25/2019,Cethosia biblis,PHILIPPINES,10,LPS,,,,1,,10,90.0
10/25/2019,Cethosia cyane,THAILAND,30,LPS,,,,,,30,100.0
10/25/2019,Chilasa clytia,THAILAND,15,LPS,,,9,,,15,40.0
10/25/2019,Doleschallia bisaltide,PHILIPPINES,20,LPS,,3,1,,,17,94.1
10/25/2019,Graphium agamemnon,PHILIPPINES,10,LPS,,,1,2,,10,70.0
10/25/2019,Hebomoia glaucippe,PHILIPPINES,10,LPS,,,,3,,10,70.0
10/25/2019,Idea leuconoe,THAILAND,20,LPS,,4,1,4,,16,68.8
10/25/2019,Pachliopta kotzebuea,PHILIPPINES,10,LPS,,,,,,10,100.0
10/25/2019,Papilio lowii,PHILIPPINES,20,LPS,,,,,,20,100.0
10/25/2019,Papilio nephelus,THAILAND,10,LPS,,,,,,10,100.0
10/25/2019,Parthenos sylvia lilacinus,THAILAND,30,LPS,,,,1,,30,96.7
