Date,Species,Quantity
08/06/2020,Danaus plexxipus,1.0
08/06/2020,Graphium agamemnon,2.0
08/06/2020,Idea leuconoe,5.0
08/06/2020,Pachliopta kotzebuea,2.0
08/06/2020,Papilio memnon,1.0
08/06/2020,Papilio palinurus,1.0
08/05/2020,Chilasa clytia,1.0
08/05/2020,Danaus plexxipus,1.0
08/05/2020,Graphium agamemnon,3.0
08/05/2020,Idea leuconoe,3.0
08/05/2020,Papilio lowii,6.0
08/05/2020,Papilio memnon,18.0
08/05/2020,Papilio palinurus,1.0
08/04/2020,Chilasa clytia,1.0
08/04/2020,Graphium agamemnon,2.0
08/04/2020,Hebomoia glaucippe,2.0
08/04/2020,Idea leuconoe,4.0
08/04/2020,Papilio lowii,12.0
08/04/2020,Papilio memnon,5.0
08/04/2020,Papilio palinurus,1.0
08/04/2020,Parthenos sylvia lilacinus,2.0
08/03/2020,Caligo memnon,1.0
08/03/2020,Cethosia cyane,1.0
08/03/2020,Chilasa clytia,1.0
08/03/2020,Danaus plexxipus,6.0
08/03/2020,Graphium agamemnon,1.0
08/03/2020,Hebomoia glaucippe,5.0
08/03/2020,Heliconius erato/melpomene,9.0
08/03/2020,Idea leuconoe,1.0
08/03/2020,Methona confusa,1.0
08/03/2020,Morpho peleides ,3.0
08/03/2020,Pachliopta kotzebuea,5.0
08/03/2020,Papilio lowii,6.0
08/03/2020,Papilio memnon,1.0
08/03/2020,Parides arcas,3.0
08/03/2020,Parides iphidamas,1.0
08/03/2020,Parthenos sylvia lilacinus,16.0
08/01/2020,Caligo memnon,5.0
08/01/2020,Cethosia biblis,4.0
08/01/2020,Cethosia cyane,9.0
08/01/2020,Chilasa clytia,2.0
08/01/2020,Danaus plexxipus,9.0
08/01/2020,Doleschallia bisaltidae,2.0
08/01/2020,Idea leuconoe,1.0
08/01/2020,Methona confusa,3.0
08/01/2020,Morpho peleides ,20.0
08/01/2020,Pachliopta kotzebuea,5.0
08/01/2020,Papilio lowii,4.0
08/01/2020,Papilio memnon,1.0
08/01/2020,Papilio thoas,1.0
08/01/2020,Parides arcas,3.0
08/01/2020,Parthenos sylvia lilacinus,88.0
08/01/2020,Parthenos sylvia philippensis,7.0
08/01/2020,Siproeta stelenes,3.0
07/31/2020,Caligo memnon,8.0
07/31/2020,Cethosia biblis,2.0
07/31/2020,Eryphanis polyxena,4.0
07/31/2020,Graphium agamemnon,3.0
07/31/2020,Hebomoia glaucippe,2.0
07/31/2020,Idea leuconoe,4.0
07/31/2020,Morpho peleides ,28.0
07/31/2020,Pachliopta aristolochiae,4.0
07/31/2020,Pachliopta kotzebuea,4.0
07/31/2020,Papilio anchisiades,2.0
07/31/2020,Papilio memnon,2.0
07/31/2020,Papilio palinurus,4.0
07/31/2020,Parides arcas,10.0
07/31/2020,Parides iphidamas,4.0
07/31/2020,Parthenos sylvia lilacinus,6.0
07/31/2020,Siproeta stelenes,8.0
07/30/2020,Caligo memnon,16.0
07/30/2020,Eryphanis polyxena,1.0
07/30/2020,Graphium agamemnon,2.0
07/30/2020,Hebomoia glaucippe,6.0
07/30/2020,Heliconius doris,1.0
07/30/2020,Morpho peleides ,24.0
07/30/2020,Pachliopta kotzebuea,5.0
07/30/2020,Papilio lowii,2.0
07/30/2020,Parides arcas,4.0
07/30/2020,Prepona omphale,8.0
07/29/2020,Caligo memnon,16.0
07/29/2020,Eryphanis polyxena,10.0
07/29/2020,Graphium agamemnon,1.0
07/29/2020,Hebomoia glaucippe,8.0
07/29/2020,Heliconius doris,22.0
07/29/2020,Hypna clytemnestra,2.0
07/29/2020,Idea leuconoe,1.0
07/29/2020,Morpho peleides ,3.0
07/29/2020,Pachliopta kotzebuea,2.0
07/29/2020,Papilio lowii,2.0
07/29/2020,Papilio memnon,1.0
07/29/2020,Parides arcas,1.0
07/29/2020,Parides iphidamas,1.0
07/29/2020,Parthenos sylvia philippensis,3.0
07/29/2020,Prepona omphale,4.0
07/28/2020,Caligo memnon,15.0
07/28/2020,Cethosia biblis,5.0
07/28/2020,Doleschallia bisaltidae,4.0
07/28/2020,Eryphanis polyxena,2.0
07/28/2020,Hebomoia glaucippe,7.0
07/28/2020,Heliconius erato/melpomene,3.0
07/28/2020,Hypna clytemnestra,9.0
07/28/2020,Memphis eurypyle,2.0
07/28/2020,Morpho peleides ,6.0
07/28/2020,Pachliopta kotzebuea,1.0
07/28/2020,Papilio anchisiades,1.0
07/28/2020,Papilio lowii,5.0
07/28/2020,Parides arcas,1.0
07/28/2020,Parthenos sylvia philippensis,9.0
07/28/2020,Prepona omphale,2.0
07/27/2020,Adelpha fessonia,2.0
07/27/2020,Caligo memnon,31.0
07/27/2020,Catenophele mexicana,2.0
07/27/2020,Catonephele numilia,12.0
07/27/2020,Cethosia biblis,4.0
07/27/2020,Chilasa clytia,1.0
07/27/2020,Doleschallia bisaltidae,25.0
07/27/2020,Dryas iulia,2.0
07/27/2020,Hamadryas amphinome,15.0
07/27/2020,Hebomoia glaucippe,11.0
07/27/2020,Heliconius doris,1.0
07/27/2020,Heliconius erato/melpomene,23.0
07/27/2020,Heliconius hecale,13.0
07/27/2020,Heliconius hewitsoni,26.0
07/27/2020,Hypna clytemnestra,10.0
07/27/2020,Idea leuconoe,1.0
07/27/2020,Memphis eurypyle,4.0
07/27/2020,Morpho peleides ,25.0
07/27/2020,Papilio lowii,1.0
07/27/2020,Parides arcas,2.0
07/27/2020,Parthenos sylvia lilacinus,16.0
07/27/2020,Parthenos sylvia philippensis,2.0
07/27/2020,Philaethria dido,1.0
07/27/2020,Prepona omphale,3.0
07/27/2020,Siproeta epaphus,10.0
07/27/2020,Siproeta stelenes,30.0
07/25/2020,Caligo memnon,11.0
07/25/2020,Catenophele mexicana,2.0
07/25/2020,Catonephele numilia,10.0
07/25/2020,Cethosia cyane,2.0
07/25/2020,Chilasa clytia,1.0
07/25/2020,Dryas iulia,13.0
07/25/2020,Greta oto,1.0
07/25/2020,Hamadryas amphinome,13.0
07/25/2020,Hamadryas februa,1.0
07/25/2020,Heliconius erato/melpomene,30.0
07/25/2020,Heliconius hecale,5.0
07/25/2020,Heliconius hewitsoni,10.0
07/25/2020,Heliconius sara,9.0
07/25/2020,Hypna clytemnestra,2.0
07/25/2020,Phoebis sennae,1.0
07/25/2020,Siproeta epaphus,2.0
07/25/2020,Siproeta stelenes,22.0
07/24/2020,Chilasa clytia,1.0
07/24/2020,Papilio thoas,1.0
07/23/2020,Chilasa clytia,1.0
07/23/2020,Danaus plexxipus,1.0
07/23/2020,Papilio thoas,1.0
07/22/2020,Danaus plexxipus,1.0
07/22/2020,Papilio thoas,3.0
07/21/2020,Cethosia cyane,4.0
07/21/2020,Chilasa clytia,1.0
07/21/2020,Danaus plexxipus,2.0
07/21/2020,Parides iphidamas,2.0
07/20/2020,Ascia limona,1.0
07/20/2020,Attacus atlas,1.0
07/20/2020,Caligo atreus,4.0
07/20/2020,Caligo memnon,1.0
07/20/2020,Cethosia cyane,83.0
07/20/2020,Danaus plexxipus,23.0
07/20/2020,Hebomoia glaucippe,17.0
07/20/2020,Opsiphanes tamarindi,4.0
07/20/2020,Pachliopta kotzebuea,4.0
07/20/2020,Papilio thoas,2.0
07/20/2020,Parthenos sylvia lilacinus,61.0
07/20/2020,Parthenos sylvia philippensis,12.0
07/18/2020,Cethosia biblis,7.0
07/18/2020,Cethosia cyane,43.0
07/18/2020,Chilasa clytia,1.0
07/18/2020,Danaus plexxipus,6.0
07/18/2020,Graphium agamemnon,1.0
07/18/2020,Heliconius cydno,4.0
07/18/2020,Heliconius hecale,9.0
07/18/2020,Heliconius hewitsoni,3.0
07/18/2020,Idea leuconoe,1.0
07/18/2020,Morpho peleides ,6.0
07/18/2020,Opsiphanes tamarindi,2.0
07/18/2020,Parides iphidamas,2.0
07/18/2020,Parthenos sylvia lilacinus,20.0
07/18/2020,Parthenos sylvia philippensis,26.0
07/18/2020,Prepona omphale,1.0
07/17/2020,Caligo memnon,3.0
07/17/2020,Chilasa clytia,2.0
07/17/2020,Danaus plexxipus,1.0
07/17/2020,Idea leuconoe,2.0
07/17/2020,Morpho peleides ,36.0
07/17/2020,Opsiphanes tamarindi,1.0
07/17/2020,Pachliopta kotzebuea,1.0
07/17/2020,Papilio thoas,1.0
07/17/2020,Parides iphidamas,3.0
07/16/2020,Caligo memnon,10.0
07/16/2020,Chilasa clytia,2.0
07/16/2020,Hebomoia glaucippe,1.0
07/16/2020,Hypna clytemnestra,1.0
07/16/2020,Idea leuconoe,3.0
07/16/2020,Memphis nobilis,1.0
07/16/2020,Morpho peleides ,46.0
07/16/2020,Papilio lowii,3.0
07/16/2020,Papilio memnon,1.0
07/16/2020,Papilio palinurus,4.0
07/16/2020,Prepona omphale,9.0
07/15/2020,Caligo memnon,31.0
07/15/2020,Catenophele mexicana,4.0
07/15/2020,Dryadula phaetusa,6.0
07/15/2020,Dryas iulia,3.0
07/15/2020,Hebomoia glaucippe,1.0
07/15/2020,Heliconius doris,3.0
07/15/2020,Hypna clytemnestra,20.0
07/15/2020,Idea leuconoe,3.0
07/15/2020,Morpho peleides ,21.0
07/15/2020,Pachliopta kotzebuea,3.0
07/15/2020,Papilio memnon,4.0
07/15/2020,Papilio palinurus,3.0
07/15/2020,Parides iphidamas,3.0
07/15/2020,Prepona omphale,1.0
07/14/2020,Caligo memnon,48.0
07/14/2020,Catonephele numilia,7.0
07/14/2020,Hebomoia glaucippe,3.0
07/14/2020,Heliconius doris,2.0
07/14/2020,Heliconius erato/melpomene,2.0
07/14/2020,Hypna clytemnestra,3.0
07/14/2020,Idea leuconoe,2.0
07/14/2020,Morpho peleides ,12.0
07/14/2020,Papilio lowii,2.0
07/14/2020,Papilio memnon,2.0
07/14/2020,Siproeta epaphus,1.0
07/13/2020,Caligo memnon,12.0
07/13/2020,Catonephele numilia,18.0
07/13/2020,Cethosia biblis,5.0
07/13/2020,Cethosia cyane,4.0
07/13/2020,Chilasa clytia,8.0
07/13/2020,Doleschallia bisaltidae,10.0
07/13/2020,Dryas iulia,12.0
07/13/2020,Hamadryas amphinome,7.0
07/13/2020,Hebomoia glaucippe,2.0
07/13/2020,Heliconius charitonius,1.0
07/13/2020,Heliconius doris,24.0
07/13/2020,Heliconius erato/melpomene,26.0
07/13/2020,Heliconius hecale,29.0
07/13/2020,Heliconius sara,1.0
07/13/2020,Hypna clytemnestra,3.0
07/13/2020,Idea leuconoe,1.0
07/13/2020,Kallima inachus,2.0
07/13/2020,Morpho peleides ,19.0
07/13/2020,Pachliopta kotzebuea,5.0
07/13/2020,Papilio lowii,5.0
07/13/2020,Papilio palinurus,3.0
07/13/2020,Papilio thoas,1.0
07/13/2020,Parthenos sylvia philippensis,1.0
07/13/2020,Parthenos sylvia violaceae,35.0
07/13/2020,Phoebis sennae,1.0
07/13/2020,Prepona omphale,2.0
07/13/2020,Siproeta stelenes,34.0
07/13/2020,Tithorea harmonia,2.0
07/11/2020,Caligo memnon,8.0
07/11/2020,Catonephele numilia,7.0
07/11/2020,Cethosia cyane,4.0
07/11/2020,Chilasa clytia,19.0
07/11/2020,Doleschallia bisaltidae,7.0
07/11/2020,Dryas iulia,10.0
07/11/2020,Hamadryas amphinome,36.0
07/11/2020,Heliconius charitonius,27.0
07/11/2020,Heliconius cydno,1.0
07/11/2020,Heliconius erato/melpomene,16.0
07/11/2020,Heliconius hecale,4.0
07/11/2020,Heliconius sara,19.0
07/11/2020,Idea leuconoe,1.0
07/11/2020,Mechanitis polymnia,5.0
07/11/2020,Morpho peleides ,1.0
07/11/2020,Papilio thoas,1.0
07/11/2020,Parides iphidamas,3.0
07/11/2020,Parthenos sylvia lilacinus,8.0
07/11/2020,Parthenos sylvia philippensis,5.0
07/11/2020,Phoebis sennae,6.0
07/11/2020,Siproeta stelenes,23.0
07/10/2020,Chilasa clytia,12.0
07/10/2020,Heliconius charitonius,3.0
07/10/2020,Morpho peleides ,1.0
07/10/2020,Papilio memnon,1.0
07/10/2020,Parides iphidamas,2.0
07/10/2020,Parthenos sylvia lilacinus,1.0
07/09/2020,Chilasa clytia,1.0
07/09/2020,Morpho peleides ,3.0
07/07/2020,Cethosia cyane,17.0
07/07/2020,Hebomoia glaucippe,4.0
07/07/2020,Heliconius doris,16.0
07/07/2020,Heliconius ismenius,1.0
07/07/2020,Morpho peleides ,11.0
07/07/2020,Pachliopta kotzebuea,2.0
07/07/2020,Papilio thoas,5.0
07/07/2020,Parides iphidamas,1.0
07/07/2020,Parthenos sylvia lilacinus,12.0
07/06/2020,Caligo atreus,6.0
07/06/2020,Cethosia cyane,36.0
07/06/2020,Graphium agamemnon,1.0
07/06/2020,Heliconius doris,6.0
07/06/2020,Heliconius erato/melpomene,32.0
07/06/2020,Heliconius ismenius,12.0
07/06/2020,Morpho peleides ,16.0
07/06/2020,Opsiphanes tamarindi,1.0
07/06/2020,Parides iphidamas,2.0
07/06/2020,Tithorea tarricina,1.0
07/04/2020,Caligo atreus,1.0
07/04/2020,Cethosia cyane,1.0
07/04/2020,Danaus plexxipus,1.0
07/04/2020,Graphium agamemnon,3.0
07/04/2020,Heliconius erato/melpomene,31.0
07/04/2020,Heliconius ismenius,1.0
07/04/2020,Idea leuconoe,2.0
07/04/2020,Morpho peleides ,4.0
07/04/2020,Opsiphanes tamarindi,1.0
07/04/2020,Pachliopta kotzebuea,4.0
07/04/2020,Parides arcas,1.0
07/04/2020,Parides iphidamas,2.0
07/04/2020,Parthenos sylvia violaceae,1.0
07/03/2020,Caligo atreus,2.0
07/03/2020,Caligo memnon,2.0
07/03/2020,Danaus plexxipus,4.0
07/03/2020,Graphium agamemnon,1.0
07/03/2020,Hamadryas februa,2.0
07/03/2020,Heliconius doris,1.0
07/03/2020,Morpho peleides ,6.0
07/03/2020,Opsiphanes tamarindi,7.0
07/03/2020,Papilio lowii,6.0
07/03/2020,Parides arcas,3.0
07/03/2020,Parides iphidamas,3.0
07/02/2020,Caligo memnon,2.0
07/02/2020,Danaus plexxipus,2.0
07/02/2020,Graphium agamemnon,5.0
07/02/2020,Idea leuconoe,3.0
07/02/2020,Morpho peleides ,25.0
07/02/2020,Opsiphanes tamarindi,2.0
07/02/2020,Pachliopta kotzebuea,4.0
07/02/2020,Papilio lowii,1.0
07/02/2020,Papilio palinurus,3.0
07/02/2020,Parides arcas,2.0
07/02/2020,Parides iphidamas,7.0
07/02/2020,Parthenos sylvia lilacinus,2.0
07/02/2020,Prepona omphale,1.0
07/01/2020,Caligo memnon,3.0
07/01/2020,Catonephele numilia,3.0
07/01/2020,Cethosia cyane,10.0
07/01/2020,Danaus plexxipus,3.0
07/01/2020,Graphium agamemnon,11.0
07/01/2020,Heliconius doris,7.0
07/01/2020,Idea leuconoe,3.0
07/01/2020,Morpho peleides ,17.0
07/01/2020,Opsiphanes tamarindi,1.0
07/01/2020,Pachliopta kotzebuea,1.0
07/01/2020,Papilio lowii,6.0
07/01/2020,Papilio thoas,1.0
07/01/2020,Parides arcas,1.0
07/01/2020,Parthenos sylvia philippensis,2.0
07/01/2020,Prepona omphale,2.0
06/30/2020,Caligo memnon,8.0
06/30/2020,Catonephele numilia,2.0
06/30/2020,Cethosia biblis,26.0
06/30/2020,Danaus plexxipus,5.0
06/30/2020,Graphium agamemnon,4.0
06/30/2020,Hamadryas februa,2.0
06/30/2020,Heliconius doris,14.0
06/30/2020,Heliconius hecale,5.0
06/30/2020,Hypna clytemnestra,3.0
06/30/2020,Idea leuconoe,5.0
06/30/2020,Morpho peleides ,14.0
06/30/2020,Pachliopta kotzebuea,3.0
06/30/2020,Papilio lowii,3.0
06/30/2020,Papilio memnon,9.0
06/30/2020,Papilio palinurus,3.0
06/30/2020,Parthenos sylvia lilacinus,10.0
06/30/2020,Parthenos sylvia philippensis,4.0
06/30/2020,Parthenos sylvia violaceae,7.0
06/30/2020,Siproeta epaphus,2.0
06/30/2020,Siproeta stelenes,4.0
06/29/2020,Caligo memnon,12.0
06/29/2020,Catonephele numilia,6.0
06/29/2020,Danaus plexxipus,1.0
06/29/2020,Dryadula phaetusa,7.0
06/29/2020,Hamadryas februa,5.0
06/29/2020,Heliconius charitonius,7.0
06/29/2020,Heliconius cydno,10.0
06/29/2020,Heliconius doris,15.0
06/29/2020,Heliconius erato/melpomene,8.0
06/29/2020,Heliconius hecale,12.0
06/29/2020,Heliconius hewitsoni,9.0
06/29/2020,Parthenos sylvia lilacinus,10.0
06/29/2020,Siproeta epaphus,2.0
06/29/2020,Siproeta stelenes,20.0
06/27/2020,Caligo memnon,13.0
06/27/2020,Catenophele mexicana,6.0
06/27/2020,Dryadula phaetusa,2.0
06/27/2020,Dryas iulia,1.0
06/27/2020,Eueides isabella,1.0
06/27/2020,Hamadryas amphinome,12.0
06/27/2020,Hamadryas februa,14.0
06/27/2020,Hamadryas feronia,4.0
06/27/2020,Heliconius charitonius,17.0
06/27/2020,Heliconius doris,2.0
06/27/2020,Heliconius erato/melpomene,37.0
06/27/2020,Heliconius hecale,13.0
06/27/2020,Heliconius hewitsoni,26.0
06/27/2020,Heliconius sara,5.0
06/27/2020,Phoebis philea,3.0
06/27/2020,Phoebis sennae,2.0
06/27/2020,Siproeta epaphus,3.0
06/26/2020,Caligo memnon,3.0
06/26/2020,Hamadryas februa,4.0
06/26/2020,Heliconius charitonius,2.0
06/26/2020,Heliconius sara,8.0
06/26/2020,Phoebis philea,2.0
06/26/2020,Siproeta epaphus,1.0
06/23/2020,Caligo atreus,1.0
06/22/2020,Caligo memnon,6.0
06/22/2020,Graphium angolanus,1.0
06/22/2020,Papilio thoas,4.0
06/20/2020,Chilasa clytia,1.0
06/20/2020,Papilio thoas,1.0
06/20/2020,Parides arcas,3.0
06/20/2020,Parides iphidamas,8.0
06/19/2020,Caligo memnon,8.0
06/19/2020,Morpho peleides ,8.0
06/19/2020,Parides arcas,3.0
06/19/2020,Parides iphidamas,5.0
06/18/2020,Caligo memnon,13.0
06/18/2020,Heliconius hecale,1.0
06/18/2020,Hypna clytemnestra,2.0
06/18/2020,Morpho peleides ,13.0
06/18/2020,Papilio memnon,7.0
06/18/2020,Papilio thoas,2.0
06/18/2020,Parides arcas,4.0
06/18/2020,Parides iphidamas,4.0
06/18/2020,Prepona omphale,1.0
06/17/2020,Caligo memnon,28.0
06/17/2020,Heliconius hecale,5.0
06/17/2020,Morpho peleides ,24.0
06/17/2020,Prepona omphale,1.0
06/16/2020,Caligo memnon,22.0
06/16/2020,Catonephele numilia,2.0
06/16/2020,Heliconius charitonius,2.0
06/16/2020,Heliconius doris,6.0
06/16/2020,Heliconius hecale,4.0
06/16/2020,Hypna clytemnestra,8.0
06/16/2020,Memphis eurypyle,6.0
06/16/2020,Morpho peleides ,34.0
06/16/2020,Myselia ethusa,3.0
06/16/2020,Papilio thoas,2.0
06/16/2020,Parthenos sylvia lilacinus,2.0
06/16/2020,Prepona omphale,3.0
06/16/2020,Siproeta stelenes,2.0
06/15/2020,Caligo memnon,16.0
06/15/2020,Catenophele mexicana,9.0
06/15/2020,Catonephele numilia,11.0
06/15/2020,Cethosia cyane,52.0
06/15/2020,Dryadula phaetusa,5.0
06/15/2020,Dryas iulia,3.0
06/15/2020,Graphium angolanus,1.0
06/15/2020,Hebomoia glaucippe,9.0
06/15/2020,Heliconius charitonius,7.0
06/15/2020,Heliconius cydno,4.0
06/15/2020,Heliconius doris,11.0
06/15/2020,Heliconius erato/melpomene,11.0
06/15/2020,Heliconius hecale,22.0
06/15/2020,Heliconius hewitsoni,7.0
06/15/2020,Hypna clytemnestra,21.0
06/15/2020,Memphis eurypyle,5.0
06/15/2020,Morpho peleides ,4.0
06/15/2020,Opsiphanes tamarindi,1.0
06/15/2020,Parides photinus ,4.0
06/15/2020,Parthenos sylvia lilacinus,13.0
06/15/2020,Prepona omphale,1.0
06/15/2020,Siproeta stelenes,28.0
06/13/2020,Archaeopropona demophon,2.0
06/13/2020,Cethosia cyane,3.0
06/13/2020,Colobura dirce,5.0
06/13/2020,Dryas iulia,3.0
06/13/2020,Eueides isabella,4.0
06/13/2020,Hamadryas februa,1.0
06/13/2020,Heliconius charitonius,7.0
06/13/2020,Heliconius erato/melpomene,13.0
06/13/2020,Heliconius hecale,9.0
06/13/2020,Heliconius sara,8.0
06/13/2020,Papilio thoas,1.0
06/13/2020,Parides iphidamas,2.0
06/13/2020,Parides photinus ,6.0
06/13/2020,Parthenos sylvia lilacinus,2.0
06/13/2020,Siproeta stelenes,22.0
06/12/2020,Caligo memnon,1.0
06/12/2020,Catenophele mexicana,14.0
06/12/2020,Dryas iulia,10.0
06/12/2020,Graphium agamemnon,1.0
06/12/2020,Hamadryas februa,3.0
06/12/2020,Heliconius charitonius,9.0
06/12/2020,Heliconius cydno,6.0
06/12/2020,Heliconius hecale,1.0
06/12/2020,Myselia ethusa,3.0
06/12/2020,Papilio memnon,6.0
06/12/2020,Papilio nephelus,4.0
06/12/2020,Parides photinus ,6.0
06/12/2020,Siproeta stelenes,3.0
06/11/2020,Brassolis isthmia,1.0
06/11/2020,Colobura dirce,2.0
06/11/2020,Hypna clytemnestra,4.0
06/11/2020,Papilio memnon,8.0
06/11/2020,Papilio nephelus,6.0
06/11/2020,Parides photinus ,1.0
06/10/2020,Brassolis isthmia,2.0
06/10/2020,Caligo atreus,6.0
06/10/2020,Hypna clytemnestra,2.0
06/10/2020,Idea leuconoe,1.0
06/10/2020,Papilio memnon,21.0
06/10/2020,Papilio nephelus,5.0
06/10/2020,Parides photinus ,14.0
06/10/2020,Siproeta epaphus,2.0
06/09/2020,Caligo atreus,3.0
06/09/2020,Caligo memnon,1.0
06/09/2020,Colobura dirce,1.0
06/09/2020,Hamadryas amphinome,1.0
06/09/2020,Heliconius doris,3.0
06/09/2020,Hypna clytemnestra,2.0
06/09/2020,Kallima inachus,2.0
06/09/2020,Myselia cyaniris,3.0
06/09/2020,Papilio lowii,1.0
06/09/2020,Papilio memnon,3.0
06/09/2020,Papilio nephelus,1.0
06/09/2020,Papilio nireus,1.0
06/09/2020,Parides photinus ,5.0
06/09/2020,Siproeta epaphus,4.0
06/09/2020,Siproeta stelenes,3.0
06/09/2020,Tithorea harmonia,1.0
06/08/2020,Anteos clorinde,2.0
06/08/2020,Attacus atlas,1.0
06/08/2020,Caligo atreus,33.0
06/08/2020,Catenophele mexicana,1.0
06/08/2020,Cethosia cyane,3.0
06/08/2020,Chilasa clytia,10.0
06/08/2020,Colobura dirce,2.0
06/08/2020,Eueides isabella,1.0
06/08/2020,Hamadryas amphinome,5.0
06/08/2020,Hamadryas laodamia,3.0
06/08/2020,Hebomoia glaucippe,9.0
06/08/2020,Heliconius erato/melpomene,5.0
06/08/2020,Heliconius ismenius,7.0
06/08/2020,Hypna clytemnestra,1.0
06/08/2020,Kallima inachus,4.0
06/08/2020,Memphis eurypyle,1.0
06/08/2020,Myscelia cyaniris,1.0
06/08/2020,Papilio lowii,1.0
06/08/2020,Papilio memnon,1.0
06/08/2020,Papilio thoas,17.0
06/08/2020,Parides photinus ,13.0
06/08/2020,Parthenos sylvia lilacinus,44.0
06/08/2020,Siproeta epaphus,3.0
06/08/2020,Siproeta stelenes,5.0
06/06/2020,Anteos clorinde,2.0
06/06/2020,Caligo atreus,20.0
06/06/2020,Caligo memnon,6.0
06/06/2020,Catenophele mexicana,4.0
06/06/2020,Cethosia cyane,24.0
06/06/2020,Chilasa clytia,13.0
06/06/2020,Colobura dirce,2.0
06/06/2020,Hamadryas amphinome,5.0
06/06/2020,Hamadryas feronia,4.0
06/06/2020,Hebomoia glaucippe,3.0
06/06/2020,Heliconius charitonius,2.0
06/06/2020,Heliconius erato/melpomene,7.0
06/06/2020,Heliconius ismenius,13.0
06/06/2020,Memphis eurypyle,1.0
06/06/2020,Myscelia cyaniris,3.0
06/06/2020,Papilio thoas,6.0
06/06/2020,Parides iphidamas,3.0
06/06/2020,Parthenos sylvia lilacinus,68.0
06/06/2020,Tithorea harmonia,3.0
06/05/2020,Argema mimosae,1.0
06/05/2020,Caligo atreus,9.0
06/05/2020,Caligo eurilochus,22.0
06/05/2020,Cethosia cyane,3.0
06/05/2020,Chilasa clytia,2.0
06/05/2020,Hamadryas amphinome,1.0
06/05/2020,Heliconius charitonius,1.0
06/05/2020,Heliconius erato/melpomene,2.0
06/05/2020,Papilio thoas,3.0
06/05/2020,Parides iphidamas,6.0
06/05/2020,Parthenos sylvia lilacinus,5.0
06/05/2020,Prepona omphale,2.0
06/04/2020,Caligo atreus,18.0
06/04/2020,Caligo memnon,19.0
06/04/2020,Hypna clytemnestra,2.0
06/04/2020,Morpho peleides ,5.0
06/04/2020,Parides iphidamas,5.0
06/03/2020,Caligo atreus,6.0
06/03/2020,Caligo memnon,12.0
06/03/2020,Hypna clytemnestra,5.0
06/03/2020,Morpho peleides ,19.0
06/03/2020,Prepona omphale,1.0
06/02/2020,Caligo atreus,9.0
06/02/2020,Caligo memnon,12.0
06/02/2020,Heliconius hecale,3.0
06/02/2020,Hypna clytemnestra,6.0
06/02/2020,Morpho peleides ,32.0
06/02/2020,Papilio thoas,5.0
06/02/2020,Philaethria dido,1.0
06/01/2020,Caligo atreus,10.0
06/01/2020,Caligo memnon,8.0
06/01/2020,Catenophele mexicana,6.0
06/01/2020,Catonephele numilia,2.0
06/01/2020,Dryadula phaetusa,4.0
06/01/2020,Hamadryas feronia,10.0
06/01/2020,Hamadryas laodamia,1.0
06/01/2020,Heliconius charitonius,6.0
06/01/2020,Heliconius erato/melpomene,3.0
06/01/2020,Heliconius hecale,15.0
06/01/2020,Hypna clytemnestra,2.0
06/01/2020,Mechanitis polymnia,2.0
06/01/2020,Morpho peleides ,78.0
06/01/2020,Papilio thoas,18.0
06/01/2020,Parides arcas,1.0
06/01/2020,Parides iphidamas,1.0
06/01/2020,Philaethria dido,1.0
06/01/2020,Siproeta epaphus,6.0
06/01/2020,Siproeta stelenes,18.0
05/30/2020,Archaeopropona demophon,4.0
05/30/2020,Caligo memnon,5.0
05/30/2020,Catenophele mexicana,6.0
05/30/2020,Catonephele numilia,9.0
05/30/2020,Dryadula phaetusa,7.0
05/30/2020,Dryas iulia,4.0
05/30/2020,Eryphanis polyxena,1.0
05/30/2020,Hamadryas amphinome,2.0
05/30/2020,Hamadryas februa,2.0
05/30/2020,Hamadryas laodamia,7.0
05/30/2020,Heliconius charitonius,1.0
05/30/2020,Heliconius doris,1.0
05/30/2020,Heliconius erato/melpomene,15.0
05/30/2020,Heliconius ismenius,2.0
05/30/2020,Morpho peleides ,30.0
05/30/2020,Papilio thoas,8.0
05/30/2020,Parides arcas,2.0
05/30/2020,Parides iphidamas,2.0
05/30/2020,Siproeta epaphus,1.0
05/30/2020,Siproeta stelenes,3.0
05/29/2020,Archaeopropona demophon,2.0
05/29/2020,Caligo memnon,8.0
05/29/2020,Catonephele numilia,1.0
05/29/2020,Dryas iulia,2.0
05/29/2020,Eryphanis polyxena,2.0
05/29/2020,Hamadryas amphinome,6.0
05/29/2020,Hamadryas februa,5.0
05/29/2020,Heliconius charitonius,2.0
05/29/2020,Heliconius erato/melpomene,2.0
05/29/2020,Heliconius hewitsoni,2.0
05/29/2020,Hypna clytemnestra,3.0
05/29/2020,Mechanitis polymnia,2.0
05/29/2020,Morpho peleides ,12.0
05/29/2020,Myselia ethusa,5.0
05/29/2020,Papilio rumanzovia,1.0
05/29/2020,Parides arcas,3.0
05/29/2020,Parides iphidamas,4.0
05/29/2020,Parides photinus ,1.0
05/29/2020,Philaethria dido,1.0
05/29/2020,Siproeta stelenes,5.0
05/28/2020,Archaeopropona demophon,3.0
05/28/2020,Caligo memnon,11.0
05/28/2020,Eryphanis polyxena,5.0
05/28/2020,Morpho peleides ,7.0
05/28/2020,Papilio memnon,5.0
05/28/2020,Papilio rumanzovia,1.0
05/28/2020,Parides iphidamas,6.0
