Date,Species,Quantity
01/29/2021,Chilasa clytia,2.0
01/29/2021,Eryphanis polyxena,2.0
01/29/2021,Graphium agamemnon,2.0
01/29/2021,Hebomoia glaucippe,6.0
01/29/2021,Idea leuconoe,1.0
01/29/2021,Morpho peleides ,58.0
01/29/2021,Opsiphanes tamarindi,2.0
01/29/2021,Pachliopta kotzebuea,1.0
01/29/2021,Papilio lowii,13.0
01/29/2021,Papilio palinurus,1.0
01/29/2021,Papilio thoas,2.0
01/29/2021,Prepona omphale,1.0
01/29/2021,Siproeta stelenes,3.0
01/28/2021,Caligo memnon,12.0
01/28/2021,Catonephele numilia,2.0
01/28/2021,Cethosia biblis,1.0
01/28/2021,Cethosia cyane,12.0
01/28/2021,Chilasa clytia,1.0
01/28/2021,Doleschallia bisaltidae,1.0
01/28/2021,Graphium agamemnon,1.0
01/28/2021,Hebomoia glaucippe,7.0
01/28/2021,Hypna clytemnestra,1.0
01/28/2021,Idea leuconoe,2.0
01/28/2021,Morpho peleides ,7.0
01/28/2021,Opsiphanes tamarindi,1.0
01/28/2021,Pachliopta kotzebuea,2.0
01/28/2021,Papilio lowii,8.0
01/28/2021,Papilio nephelus,1.0
01/28/2021,Papilio palinurus,1.0
01/28/2021,Papilio thoas,4.0
01/28/2021,Parides arcas,1.0
01/28/2021,Prepona omphale,1.0
01/28/2021,Siproeta epaphus,3.0
01/28/2021,Siproeta stelenes,4.0
01/27/2021,Battus belus,1.0
01/27/2021,Caligo memnon,16.0
01/27/2021,Catonephele numilia,1.0
01/27/2021,Cethosia biblis,5.0
01/27/2021,Cethosia cyane,11.0
01/27/2021,Chilasa clytia,2.0
01/27/2021,Doleschallia bisaltidae,2.0
01/27/2021,Hamadryas feronia,1.0
01/27/2021,Hamadryas laodamia,2.0
01/27/2021,Hebomoia glaucippe,7.0
01/27/2021,Heliconius erato/melpomene,1.0
01/27/2021,Heliconius hecale,1.0
01/27/2021,Heliconius hewitsoni,2.0
01/27/2021,Heliconius ismenius,1.0
01/27/2021,Idea leuconoe,3.0
01/27/2021,Morpho peleides ,2.0
01/27/2021,Pachliopta kotzebuea,3.0
01/27/2021,Papilio lowii,1.0
01/27/2021,Papilio memnon,2.0
01/27/2021,Papilio nephelus,1.0
01/27/2021,Papilio ophidicephalus,1.0
01/27/2021,Papilio thoas,8.0
01/27/2021,Phoebis philea,7.0
01/27/2021,Siproeta stelenes,9.0
01/26/2021,Caligo memnon,7.0
01/26/2021,Catonephele numilia,2.0
01/26/2021,Cethosia biblis,1.0
01/26/2021,Cethosia cyane,4.0
01/26/2021,Chilasa clytia,2.0
01/26/2021,Doleschallia bisaltidae,1.0
01/26/2021,Dryas iulia,1.0
01/26/2021,Graphium agamemnon,2.0
01/26/2021,Hamadryas februa,3.0
01/26/2021,Hamadryas laodamia,1.0
01/26/2021,Hebomoia glaucippe,3.0
01/26/2021,Heliconius charitonius,2.0
01/26/2021,Heliconius erato/melpomene,5.0
01/26/2021,Heliconius hecale,2.0
01/26/2021,Heliconius hewitsoni,4.0
01/26/2021,Heliconius ismenius,1.0
01/26/2021,Idea leuconoe,4.0
01/26/2021,Morpho peleides ,2.0
01/26/2021,Pachliopta kotzebuea,1.0
01/26/2021,Papilio memnon,7.0
01/26/2021,Papilio nephelus,2.0
01/26/2021,Papilio thoas,6.0
01/26/2021,Parides iphidamas,2.0
01/26/2021,Parthenos sylvia lilacinus,1.0
01/26/2021,Phoebis philea,3.0
01/26/2021,Siproeta stelenes,5.0
01/26/2021,Tithorea tarricina,1.0
01/25/2021,Caligo memnon,23.0
01/25/2021,Catonephele numilia,3.0
01/25/2021,Doleschallia bisaltidae,3.0
01/25/2021,Dryadula phaetusa,1.0
01/25/2021,Dryas iulia,5.0
01/25/2021,Eueides isabella,1.0
01/25/2021,Graphium policenes,1.0
01/25/2021,Hamadryas februa,21.0
01/25/2021,Hamadryas feronia,1.0
01/25/2021,Hamadryas laodamia,6.0
01/25/2021,Hebomoia glaucippe,4.0
01/25/2021,Heliconius charitonius,8.0
01/25/2021,Heliconius erato/melpomene,5.0
01/25/2021,Heliconius hecale,1.0
01/25/2021,Heliconius hewitsoni,7.0
01/25/2021,Heliconius ismenius,1.0
01/25/2021,Idea leuconoe,3.0
01/25/2021,Morpho peleides ,25.0
01/25/2021,Papilio memnon,7.0
01/25/2021,Papilio nephelus,3.0
01/25/2021,Papilio ophidicephalus,3.0
01/25/2021,Papilio palinurus,3.0
01/25/2021,Papilio rumanzovia,4.0
01/25/2021,Papilio thoas,6.0
01/25/2021,Parides arcas,6.0
01/25/2021,Phoebis philea,3.0
01/25/2021,Siproeta epaphus,4.0
01/25/2021,Siproeta stelenes,6.0
01/23/2021,Argema mimosae,1.0
01/23/2021,Caligo memnon,2.0
01/23/2021,Chilasa clytia,1.0
01/23/2021,Eueides isabella,1.0
01/23/2021,Graphium agamemnon,1.0
01/23/2021,Hamadryas februa,2.0
01/23/2021,Hamadryas feronia,4.0
01/23/2021,Hamadryas laodamia,1.0
01/23/2021,Heliconius erato/melpomene,1.0
01/23/2021,Heliconius hecale,2.0
01/23/2021,Heliconius ismenius,2.0
01/23/2021,Idea leuconoe,2.0
01/23/2021,Morpho peleides ,42.0
01/23/2021,Papilio lowii,2.0
01/23/2021,Papilio palinurus,2.0
01/23/2021,Papilio rumanzovia,3.0
01/23/2021,Parides arcas,9.0
01/22/2021,Caligo memnon,9.0
01/22/2021,Catonephele numilia,9.0
01/22/2021,Idea leuconoe,3.0
01/22/2021,Morpho peleides ,28.0
01/22/2021,Pachliopta kotzebuea,1.0
01/22/2021,Papilio lowii,5.0
01/22/2021,Papilio memnon,3.0
01/22/2021,Papilio nephelus,3.0
01/22/2021,Papilio nireus,1.0
01/22/2021,Papilio palinurus,1.0
01/22/2021,Papilio thoas,1.0
01/22/2021,Parides arcas,3.0
01/22/2021,Parthenos sylvia lilacinus,8.0
01/22/2021,Siproeta stelenes,1.0
01/21/2021,Caligo atreus,1.0
01/21/2021,Caligo memnon,12.0
01/21/2021,Catonephele numilia,12.0
01/21/2021,Cethosia cyane,5.0
01/21/2021,Doleschallia bisaltidae,1.0
01/21/2021,Graphium antheus,1.0
01/21/2021,Hebomoia glaucippe,1.0
01/21/2021,Heliconius hecale,6.0
01/21/2021,Idea leuconoe,2.0
01/21/2021,Mechanitis polymnia,1.0
01/21/2021,Morpho peleides ,2.0
01/21/2021,Pachliopta kotzebuea,1.0
01/21/2021,Papilio lowii,1.0
01/21/2021,Papilio nephelus,5.0
01/21/2021,Papilio ophidicephalus,1.0
01/21/2021,Papilio palinurus,1.0
01/21/2021,Papilio rumanzovia,8.0
01/21/2021,Papilio thoas,4.0
01/21/2021,Parides arcas,1.0
01/21/2021,Parthenos sylvia lilacinus,2.0
01/21/2021,Siproeta stelenes,10.0
01/20/2021,Battus belus,2.0
01/20/2021,Caligo atreus,1.0
01/20/2021,Caligo memnon,14.0
01/20/2021,Catonephele numilia,4.0
01/20/2021,Cethosia cyane,6.0
01/20/2021,Charaxes varanes,3.0
01/20/2021,Dryadula phaetusa,2.0
01/20/2021,Hebomoia glaucippe,7.0
01/20/2021,Heliconius hecale,7.0
01/20/2021,Heliconius ismenius,2.0
01/20/2021,Pachliopta kotzebuea,2.0
01/20/2021,Papilio lowii,4.0
01/20/2021,Papilio nephelus,2.0
01/20/2021,Papilio ophidicephalus,3.0
01/20/2021,Papilio rumanzovia,7.0
01/20/2021,Parthenos sylvia philippensis,1.0
01/20/2021,Parthenos sylvia violaceae,2.0
01/20/2021,Siproeta stelenes,4.0
01/19/2021,Caligo atreus,1.0
01/19/2021,Caligo memnon,4.0
01/19/2021,Catenophele mexicana,2.0
01/19/2021,Catonephele numilia,4.0
01/19/2021,Cethosia cyane,4.0
01/19/2021,Charaxes varanes,2.0
01/19/2021,Doleschallia bisaltidae,3.0
01/19/2021,Dryadula phaetusa,4.0
01/19/2021,Graphium agamemnon,1.0
01/19/2021,Hamadryas februa,1.0
01/19/2021,Hebomoia glaucippe,13.0
01/19/2021,Heliconius erato/melpomene,2.0
01/19/2021,Heliconius hecale,12.0
01/19/2021,Heliconius hewitsoni,1.0
01/19/2021,Heliconius ismenius,12.0
01/19/2021,Papilio demodocus,1.0
01/19/2021,Papilio lowii,4.0
01/19/2021,Papilio memnon,8.0
01/19/2021,Papilio thoas,4.0
01/19/2021,Parthenos sylvia philippensis,1.0
01/19/2021,Siproeta stelenes,4.0
01/18/2021,Caligo atreus,3.0
01/18/2021,Caligo memnon,6.0
01/18/2021,Cethosia cyane,12.0
01/18/2021,Chilasa clytia,3.0
01/18/2021,Doleschallia bisaltidae,18.0
01/18/2021,Dryas iulia,16.0
01/18/2021,Graphium agamemnon,9.0
01/18/2021,Graphium antheus,1.0
01/18/2021,Hamadryas februa,6.0
01/18/2021,Hebomoia glaucippe,4.0
01/18/2021,Heliconius charitonius,22.0
01/18/2021,Heliconius doris,1.0
01/18/2021,Heliconius erato/melpomene,8.0
01/18/2021,Heliconius hecale,17.0
01/18/2021,Heliconius hewitsoni,2.0
01/18/2021,Heliconius ismenius,3.0
01/18/2021,Idea leuconoe,2.0
01/18/2021,Morpho peleides ,4.0
01/18/2021,Pachliopta kotzebuea,2.0
01/18/2021,Papilio lowii,5.0
01/18/2021,Papilio memnon,14.0
01/18/2021,Papilio ophidicephalus,1.0
01/18/2021,Papilio palinurus,2.0
01/18/2021,Papilio thoas,2.0
01/18/2021,Parides arcas,6.0
01/16/2021,Caligo memnon,3.0
01/16/2021,Graphium agamemnon,1.0
01/16/2021,Graphium antheus,1.0
01/16/2021,Hamadryas februa,1.0
01/16/2021,Hebomoia glaucippe,1.0
01/16/2021,Heliconius charitonius,6.0
01/16/2021,Morpho peleides ,12.0
01/16/2021,Opsiphanes tamarindi,1.0
01/16/2021,Papilio demodocus,1.0
01/16/2021,Papilio lowii,3.0
01/16/2021,Papilio thoas,2.0
01/16/2021,Parides arcas,3.0
01/16/2021,Parides iphidamas,2.0
01/16/2021,Siproeta epaphus,1.0
01/15/2021,Caligo memnon,6.0
01/15/2021,Cethosia cyane,1.0
01/15/2021,Chilasa clytia,2.0
01/15/2021,Graphium policenes,1.0
01/15/2021,Hebomoia glaucippe,3.0
01/15/2021,Heliconius hecale,1.0
01/15/2021,Heliconius sara,1.0
01/15/2021,Morpho peleides ,27.0
01/15/2021,Papilio dardanus,2.0
01/15/2021,Papilio lowii,1.0
01/15/2021,Papilio memnon,2.0
01/15/2021,Papilio ophidicephalus,1.0
01/15/2021,Papilio palinurus,3.0
01/15/2021,Papilio rumanzovia,4.0
01/15/2021,Papilio thoas,1.0
01/15/2021,Parides iphidamas,4.0
01/15/2021,Phoebis philea,1.0
01/15/2021,Siproeta epaphus,1.0
01/15/2021,Siproeta stelenes,1.0
01/14/2021,Caligo atreus,1.0
01/14/2021,Caligo memnon,2.0
01/14/2021,Catonephele numilia,2.0
01/14/2021,Cethosia cyane,5.0
01/14/2021,Charaxes lasti,1.0
01/14/2021,Doleschallia bisaltidae,5.0
01/14/2021,Dryas iulia,1.0
01/14/2021,Graphium agamemnon,3.0
01/14/2021,Graphium angolanus,1.0
01/14/2021,Hebomoia glaucippe,2.0
01/14/2021,Heliconius hecale,1.0
01/14/2021,Idea leuconoe,4.0
01/14/2021,Morpho peleides ,25.0
01/14/2021,Pachliopta kotzebuea,1.0
01/14/2021,Papilio dardanus,1.0
01/14/2021,Papilio lowii,3.0
01/14/2021,Papilio memnon,4.0
01/14/2021,Papilio nireus,1.0
01/14/2021,Papilio palinurus,2.0
01/14/2021,Papilio rumanzovia,1.0
01/14/2021,Parides iphidamas,4.0
01/14/2021,Parthenos sylvia lilacinus,3.0
01/14/2021,Phoebis philea,3.0
01/14/2021,Siproeta epaphus,4.0
01/14/2021,Siproeta stelenes,8.0
01/13/2021,Catonephele numilia,5.0
01/13/2021,Cethosia biblis,1.0
01/13/2021,Cethosia cyane,4.0
01/13/2021,Charaxes lasti,1.0
01/13/2021,Dryadula phaetusa,1.0
01/13/2021,Graphium agamemnon,1.0
01/13/2021,Greta oto,2.0
01/13/2021,Hebomoia glaucippe,3.0
01/13/2021,Heliconius hecale,2.0
01/13/2021,Heliconius ismenius,1.0
01/13/2021,Idea leuconoe,14.0
01/13/2021,Morpho peleides ,6.0
01/13/2021,Pachliopta kotzebuea,1.0
01/13/2021,Papilio dardanus,1.0
01/13/2021,Papilio lowii,1.0
01/13/2021,Papilio memnon,7.0
01/13/2021,Papilio nireus,1.0
01/13/2021,Papilio palinurus,2.0
01/13/2021,Parthenos sylvia lilacinus,1.0
01/13/2021,Parthenos sylvia philippensis,2.0
01/13/2021,Phoebis philea,1.0
01/13/2021,Siproeta epaphus,3.0
01/13/2021,Siproeta stelenes,5.0
01/12/2021,Caligo memnon,2.0
01/12/2021,Catonephele numilia,4.0
01/12/2021,Cethosia cyane,1.0
01/12/2021,Dryadula phaetusa,1.0
01/12/2021,Graphium agamemnon,4.0
01/12/2021,Graphium angolanus,1.0
01/12/2021,Greta oto,1.0
01/12/2021,Heliconius erato/melpomene,9.0
01/12/2021,Heliconius hecale,4.0
01/12/2021,Heliconius ismenius,2.0
01/12/2021,Idea leuconoe,20.0
01/12/2021,Morpho peleides ,5.0
01/12/2021,Papilio constantinus,1.0
01/12/2021,Papilio dardanus,1.0
01/12/2021,Papilio demodocus,3.0
01/12/2021,Papilio lowii,1.0
01/12/2021,Papilio memnon,4.0
01/12/2021,Papilio nireus,2.0
01/12/2021,Papilio ophidicephalus,2.0
01/12/2021,Papilio palinurus,1.0
01/12/2021,Papilio rumanzovia,2.0
01/12/2021,Phoebis philea,2.0
01/12/2021,Siproeta epaphus,4.0
01/12/2021,Siproeta stelenes,9.0
01/11/2021,Caligo memnon,2.0
01/11/2021,Catonephele numilia,1.0
01/11/2021,Charaxes lasti,1.0
01/11/2021,Charaxes protoclea,2.0
01/11/2021,Dryadula phaetusa,1.0
01/11/2021,Dryas iulia,3.0
01/11/2021,Graphium angolanus,2.0
01/11/2021,Heliconius cydno,1.0
01/11/2021,Heliconius erato/melpomene,7.0
01/11/2021,Heliconius hewitsoni,6.0
01/11/2021,Heliconius ismenius,3.0
01/11/2021,Idea leuconoe,25.0
01/11/2021,Morpho peleides ,1.0
01/11/2021,Ornithoptera priamus,3.0
01/11/2021,Papilio constantinus,1.0
01/11/2021,Papilio dardanus,10.0
01/11/2021,Papilio demodocus,1.0
01/11/2021,Papilio lowii,5.0
01/11/2021,Papilio nephelus,3.0
01/11/2021,Papilio nireus,4.0
01/11/2021,Papilio rumanzovia,4.0
01/11/2021,Papilio thoas,1.0
01/11/2021,Parthenos sylvia lilacinus,1.0
01/11/2021,Phoebis philea,1.0
01/11/2021,Siproeta epaphus,1.0
01/11/2021,Siproeta stelenes,5.0
01/09/2021,Caligo atreus,2.0
01/09/2021,Cethosia cyane,2.0
01/09/2021,Doleschallia bisaltidae,1.0
01/09/2021,Dryas iulia,1.0
01/09/2021,Hebomoia glaucippe,3.0
01/09/2021,Memphis eurypyle,1.0
01/09/2021,Ornithoptera priamus,2.0
01/09/2021,Papilio dardanus,3.0
01/09/2021,Papilio lowii,2.0
01/09/2021,Papilio memnon,2.0
01/09/2021,Papilio rumanzovia,3.0
01/09/2021,Parthenos sylvia lilacinus,16.0
01/09/2021,Salamis parhassus,2.0
01/08/2021,Caligo atreus,2.0
01/08/2021,Cethosia cyane,24.0
01/08/2021,Doleschallia bisaltidae,11.0
01/08/2021,Hebomoia glaucippe,3.0
01/08/2021,Idea leuconoe,2.0
01/08/2021,Morpho peleides ,3.0
01/08/2021,Papilio lowii,13.0
01/08/2021,Papilio memnon,1.0
01/08/2021,Papilio nephelus,1.0
01/08/2021,Papilio rumanzovia,1.0
01/08/2021,Papilio thoas,10.0
01/08/2021,Parthenos sylvia lilacinus,28.0
01/08/2021,Parthenos sylvia philippensis,1.0
01/07/2021,Caligo atreus,3.0
01/07/2021,Cethosia cyane,8.0
01/07/2021,Doleschallia bisaltidae,6.0
01/07/2021,Hebomoia glaucippe,5.0
01/07/2021,Memphis eurypyle,12.0
01/07/2021,Morpho peleides ,14.0
01/07/2021,Papilio constantinus,3.0
01/07/2021,Papilio demodocus,1.0
01/07/2021,Papilio lowii,4.0
01/07/2021,Papilio thoas,4.0
01/07/2021,Parthenos sylvia lilacinus,4.0
01/07/2021,Parthenos sylvia philippensis,3.0
01/07/2021,Parthenos sylvia violaceae,1.0
01/06/2021,Caligo atreus,6.0
01/06/2021,Cethosia cyane,1.0
01/06/2021,Hebomoia glaucippe,1.0
01/06/2021,Idea leuconoe,1.0
01/06/2021,Memphis eurypyle,12.0
01/06/2021,Morpho peleides ,12.0
01/06/2021,Opsiphanes tamarindi,2.0
01/06/2021,Papilio constantinus,1.0
01/06/2021,Papilio lowii,2.0
01/06/2021,Papilio memnon,2.0
01/06/2021,Papilio rumanzovia,3.0
01/06/2021,Papilio thoas,19.0
01/06/2021,Parides arcas,4.0
01/06/2021,Parides iphidamas,5.0
01/05/2021,Caligo atreus,1.0
01/05/2021,Caligo memnon,1.0
01/05/2021,Hebomoia glaucippe,1.0
01/05/2021,Morpho peleides ,1.0
01/05/2021,Papilio lowii,1.0
01/05/2021,Papilio rumanzovia,2.0
01/05/2021,Papilio thoas,1.0
01/04/2021,Caligo atreus,14.0
01/04/2021,Caligo memnon,18.0
01/04/2021,Graphium agamemnon,3.0
01/04/2021,Graphium angolanus,1.0
01/04/2021,Hypna clytemnestra,4.0
01/04/2021,Idea leuconoe,2.0
01/04/2021,Morpho peleides ,14.0
01/04/2021,Opsiphanes tamarindi,5.0
01/04/2021,Pachliopta kotzebuea,5.0
01/04/2021,Papilio lowii,1.0
01/04/2021,Papilio memnon,15.0
01/04/2021,Papilio nireus,1.0
01/04/2021,Papilio rumanzovia,1.0
01/04/2021,Papilio thoas,14.0
01/04/2021,Parides arcas,9.0
01/04/2021,Parides iphidamas,6.0
01/02/2021,Caligo atreus,1.0
01/02/2021,Caligo memnon,12.0
01/02/2021,Graphium agamemnon,4.0
01/02/2021,Hypna clytemnestra,1.0
01/02/2021,Idea leuconoe,3.0
01/02/2021,Morpho peleides ,7.0
01/02/2021,Papilio lowii,2.0
01/02/2021,Papilio memnon,1.0
01/02/2021,Papilio nephelus,1.0
01/02/2021,Papilio palinurus,1.0
01/02/2021,Papilio rumanzovia,2.0
01/02/2021,Papilio thoas,1.0
01/02/2021,Parides arcas,12.0
01/02/2021,Parides iphidamas,3.0
01/01/2021,Caligo memnon,38.0
01/01/2021,Cethosia cyane,2.0
01/01/2021,Dryadula phaetusa,1.0
01/01/2021,Graphium agamemnon,13.0
01/01/2021,Hebomoia glaucippe,14.0
01/01/2021,Hypna clytemnestra,6.0
01/01/2021,Idea leuconoe,8.0
01/01/2021,Morpho peleides ,71.0
01/01/2021,Pachliopta kotzebuea,1.0
01/01/2021,Papilio lowii,20.0
01/01/2021,Papilio memnon,1.0
01/01/2021,Papilio palinurus,1.0
01/01/2021,Papilio rumanzovia,6.0
01/01/2021,Papilio thoas,3.0
01/01/2021,Parides arcas,8.0
01/01/2021,Parides iphidamas,4.0
01/01/2021,Parthenos sylvia lilacinus,10.0
01/01/2021,Siproeta epaphus,1.0
12/31/2020,Caligo memnon,7.0
12/31/2020,Graphium agamemnon,12.0
12/31/2020,Hebomoia glaucippe,6.0
12/31/2020,Heliconius hecale,2.0
12/31/2020,Hypna clytemnestra,1.0
12/31/2020,Idea leuconoe,7.0
12/31/2020,Morpho peleides ,60.0
12/31/2020,Papilio lowii,10.0
12/31/2020,Papilio memnon,2.0
12/31/2020,Papilio rumanzovia,1.0
12/31/2020,Papilio thoas,1.0
12/31/2020,Parides arcas,9.0
12/31/2020,Parthenos sylvia lilacinus,4.0
12/31/2020,Siproeta epaphus,2.0
12/31/2020,Siproeta stelenes,5.0
12/30/2020,Caligo atreus,1.0
12/30/2020,Caligo memnon,1.0
12/30/2020,Catonephele numilia,3.0
12/30/2020,Cethosia cyane,4.0
12/30/2020,Dryadula phaetusa,9.0
12/30/2020,Graphium agamemnon,6.0
12/30/2020,Hamadryas laodamia,5.0
12/30/2020,Hebomoia glaucippe,10.0
12/30/2020,Heliconius charitonius,1.0
12/30/2020,Heliconius erato/melpomene,2.0
12/30/2020,Heliconius hecale,8.0
12/30/2020,Heliconius ismenius,8.0
12/30/2020,Heliconius sara,2.0
12/30/2020,Hypna clytemnestra,5.0
12/30/2020,Idea leuconoe,5.0
12/30/2020,Morpho peleides ,30.0
12/30/2020,Papilio lowii,15.0
12/30/2020,Papilio memnon,8.0
12/30/2020,Papilio palinurus,3.0
12/30/2020,Papilio rumanzovia,3.0
12/30/2020,Papilio thoas,1.0
12/30/2020,Parides arcas,6.0
12/30/2020,Parthenos sylvia philippensis,1.0
12/30/2020,Siproeta epaphus,14.0
12/30/2020,Siproeta stelenes,10.0
12/29/2020,Catonephele numilia,4.0
12/29/2020,Dryadula phaetusa,6.0
12/29/2020,Dryas iulia,1.0
12/29/2020,Hamadryas amphinome,1.0
12/29/2020,Hamadryas laodamia,2.0
12/29/2020,Hebomoia glaucippe,1.0
12/29/2020,Heliconius charitonius,3.0
12/29/2020,Heliconius erato/melpomene,2.0
12/29/2020,Heliconius hecale,4.0
12/29/2020,Heliconius ismenius,4.0
12/29/2020,Heliconius sara,2.0
12/29/2020,Hypna clytemnestra,3.0
12/29/2020,Idea leuconoe,10.0
12/29/2020,Morpho peleides ,5.0
12/29/2020,Pachliopta kotzebuea,4.0
12/29/2020,Papilio lowii,4.0
12/29/2020,Papilio memnon,16.0
12/29/2020,Papilio nireus,1.0
12/29/2020,Papilio palinurus,1.0
12/29/2020,Papilio rumanzovia,2.0
12/29/2020,Papilio thoas,2.0
12/29/2020,Parthenos sylvia philippensis,2.0
12/29/2020,Siproeta epaphus,7.0
12/29/2020,Siproeta stelenes,15.0
12/26/2020,Eueides isabella,2.0
12/26/2020,Graphium agamemnon,1.0
12/26/2020,Graphium policenes,1.0
12/26/2020,Greta oto,2.0
12/26/2020,Hamadryas februa,1.0
12/26/2020,Hamadryas laodamia,18.0
12/26/2020,Hebomoia glaucippe,4.0
12/26/2020,Heliconius charitonius,1.0
12/26/2020,Heliconius erato/melpomene,4.0
12/26/2020,Idea leuconoe,4.0
12/26/2020,Melinaea ethra,2.0
12/26/2020,Papilio lowii,19.0
12/26/2020,Papilio ophidicephalus,1.0
12/26/2020,Papilio rumanzovia,2.0
12/26/2020,Papilio thoas,1.0
12/26/2020,Parthenos sylvia lilacinus,2.0
12/24/2020,Battus belus,2.0
12/24/2020,Cethosia cyane,5.0
12/24/2020,Graphium policenes,3.0
12/24/2020,Idea leuconoe,1.0
12/24/2020,Melinaea ethra,1.0
12/24/2020,Papilio lowii,27.0
12/24/2020,Papilio memnon,5.0
12/24/2020,Papilio rumanzovia,1.0
12/24/2020,Papilio thoas,5.0
12/24/2020,Parides arcas,1.0
12/24/2020,Parthenos sylvia lilacinus,1.0
12/23/2020,Cethosia cyane,23.0
12/23/2020,Hebomoia glaucippe,2.0
12/23/2020,Papilio lowii,9.0
12/23/2020,Papilio lycophran,7.0
12/23/2020,Papilio memnon,5.0
12/23/2020,Papilio thoas,9.0
12/22/2020,Battus belus,14.0
12/22/2020,Caligo memnon,5.0
12/22/2020,Cethosia cyane,25.0
12/22/2020,Hebomoia glaucippe,6.0
12/22/2020,Idea leuconoe,27.0
12/22/2020,Pachliopta kotzebuea,1.0
12/22/2020,Papilio lowii,6.0
12/22/2020,Papilio memnon,16.0
12/22/2020,Papilio rumanzovia,2.0
12/22/2020,Papilio thoas,9.0
12/22/2020,Vindula dejone,3.0
12/21/2020,Battus belus,9.0
12/21/2020,Caligo atreus,11.0
12/21/2020,Caligo memnon,9.0
12/21/2020,Cethosia cyane,2.0
12/21/2020,Doleschallia bisaltidae,2.0
12/21/2020,Graphium agamemnon,4.0
12/21/2020,Graphium antheus,4.0
12/21/2020,Graphium policenes,1.0
12/21/2020,Hebomoia glaucippe,3.0
12/21/2020,Hypna clytemnestra,2.0
12/21/2020,Idea leuconoe,10.0
12/21/2020,Morpho peleides ,9.0
12/21/2020,Pachliopta kotzebuea,3.0
12/21/2020,Papilio lowii,9.0
12/21/2020,Papilio memnon,5.0
12/21/2020,Papilio rumanzovia,7.0
12/21/2020,Papilio thoas,20.0
12/21/2020,Parides arcas,12.0
12/21/2020,Vindula dejone,7.0
12/19/2020,Charaxes lasti,1.0
12/19/2020,Graphium agamemnon,2.0
12/19/2020,Morpho peleides ,19.0
12/19/2020,Papilio constantinus,1.0
12/19/2020,Papilio rumanzovia,1.0
12/19/2020,Papilio thoas,2.0
12/19/2020,Parides arcas,8.0
12/19/2020,Parides iphidamas,1.0
12/18/2020,Caligo atreus,4.0
12/18/2020,Caligo memnon,16.0
12/18/2020,Doleschallia bisaltidae,1.0
12/18/2020,Graphium angolanus,1.0
12/18/2020,Graphium policenes,1.0
12/18/2020,Hebomoia glaucippe,2.0
12/18/2020,Hypna clytemnestra,8.0
12/18/2020,Morpho peleides ,43.0
12/18/2020,Pachliopta kotzebuea,1.0
12/18/2020,Papilio dardanus,1.0
12/18/2020,Papilio lowii,2.0
12/18/2020,Papilio thoas,1.0
12/18/2020,Parides arcas,2.0
12/18/2020,Parthenos sylvia lilacinus,3.0
12/18/2020,Siproeta epaphus,14.0
12/18/2020,Siproeta stelenes,8.0
12/17/2020,Caligo atreus,1.0
12/17/2020,Caligo memnon,9.0
12/17/2020,Catonephele numilia,4.0
12/17/2020,Cethosia cyane,1.0
12/17/2020,Doleschallia bisaltidae,1.0
12/17/2020,Dryadula phaetusa,1.0
12/17/2020,Dryas iulia,2.0
12/17/2020,Graphium antheus,1.0
12/17/2020,Graphium policenes,4.0
12/17/2020,Hebomoia glaucippe,2.0
12/17/2020,Heliconius ismenius,4.0
12/17/2020,Hypna clytemnestra,2.0
12/17/2020,Morpho peleides ,69.0
12/17/2020,Pachliopta kotzebuea,3.0
12/17/2020,Papilio constantinus,1.0
12/17/2020,Papilio dardanus,6.0
12/17/2020,Papilio lowii,2.0
12/17/2020,Papilio memnon,1.0
12/17/2020,Papilio nireus,1.0
12/17/2020,Papilio rumanzovia,4.0
12/17/2020,Papilio thoas,5.0
12/17/2020,Parides arcas,3.0
12/17/2020,Parthenos sylvia lilacinus,1.0
12/17/2020,Siproeta epaphus,6.0
12/17/2020,Siproeta stelenes,2.0
12/16/2020,Caligo memnon,16.0
12/16/2020,Catonephele numilia,6.0
12/16/2020,Cethosia cyane,5.0
12/16/2020,Doleschallia bisaltidae,3.0
12/16/2020,Dryadula phaetusa,1.0
12/16/2020,Dryas iulia,3.0
12/16/2020,Euxanthe wakefieldi,2.0
12/16/2020,Graphium agamemnon,1.0
